22,21
22,22
23,21
23,22
23,23
24,20
24,21
24,22
24,23
24,24
24,25
25,20
25,21
25,22
25,23
25,24
25,25
25,26
26,19
26,20
26,21
26,22
26,23
26,24
26,25
26,26
26,27
27,19
27,20
27,21
27,22
27,23
27,24
27,25
27,26
27,27
27,28
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25
28,26
28,27
28,28
28,29
28,30
29,18
29,19
29,20
29,21
29,22
29,23
29,24
29,25
29,26
29,27
29,28
29,29
29,30
29,31
30,17
30,18
30,19
30,20
30,21
30,22
30,23
30,24
30,25
30,26
30,27
30,28
30,29
30,30
30,31
30,32
31,21
31,22
31,23
31,24
31,25
31,26
31,27
31,28
31,29
31,30
31,31
31,32
31,33
32,26
32,27
32,28
32,29
32,30
32,31
32,32
32,33
32,34
32,35
33,30
33,31
33,32
33,33
33,34
33,35
33,36
34,35
34,36
34,37
