18,25
18,26
18,27
19,24
19,25
19,26
19,27
19,28
19,29
20,23
20,24
20,25
20,26
20,27
20,28
20,29
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
24,23
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
25,23
25,24
25,25
25,26
25,27
25,28
25,29
25,30
25,31
26,23
26,24
26,25
26,26
26,27
26,28
26,29
26,30
26,31
26,32
27,23
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,31
27,32
28,23
28,24
28,25
28,26
28,27
28,28
28,29
28,30
28,31
28,32
29,23
29,24
29,25
29,26
29,27
29,28
29,29
29,30
29,31
29,32
30,23
30,24
30,25
30,26
30,27
30,28
30,29
30,30
30,31
30,32
31,23
31,24
31,25
31,26
31,27
31,28
31,29
31,30
31,31
31,32
32,24
32,25
32,26
32,27
32,28
32,29
32,30
32,31
32,32
33,24
33,25
33,26
33,27
33,28
33,29
33,30
33,31
33,32
34,24
34,25
34,26
34,27
34,28
34,29
34,30
34,31
34,32
35,25
35,26
35,27
35,28
35,29
35,30
35,31
35,32
36,25
36,26
36,27
36,28
36,29
36,30
36,31
36,32
37,25
37,26
37,27
37,28
37,29
37,30
37,31
37,32
38,26
38,27
38,28
38,29
38,30
38,31
39,27
39,28
39,29
39,30
39,31
