17,33
18,32
18,33
18,34
18,35
19,31
19,32
19,33
19,34
19,35
19,36
20,30
20,31
20,32
20,33
20,34
20,35
20,36
20,37
21,30
21,31
21,32
21,33
21,34
21,35
21,36
21,37
21,38
22,30
22,31
22,32
22,33
22,34
22,35
22,36
22,37
22,38
22,39
23,31
23,32
23,33
23,34
23,35
23,36
23,37
23,38
23,39
23,40
24,31
24,32
24,33
24,34
24,35
24,36
24,37
24,38
24,39
24,40
24,41
25,31
25,32
25,33
25,34
25,35
25,36
25,37
25,38
25,39
25,40
25,41
26,32
26,33
26,34
26,35
26,36
26,37
26,38
26,39
26,40
26,41
26,42
27,33
27,34
27,35
27,36
27,37
27,38
27,39
27,40
27,41
27,42
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,41
28,42
29,34
29,35
29,36
29,37
29,38
29,39
29,40
30,35
30,36
30,37
30,38
30,39
30,40
30,41
31,35
31,36
31,37
31,38
31,39
31,40
31,41
31,42
31,43
32,36
32,37
32,38
32,39
32,40
32,41
32,42
32,43
32,44
33,36
33,37
33,38
33,39
33,40
33,41
33,42
33,43
33,44
33,45
34,35
34,36
34,37
34,38
34,39
34,40
34,41
34,42
34,43
34,44
34,45
35,36
35,37
35,38
35,39
35,40
35,41
35,42
35,43
35,44
35,45
36,37
36,38
36,39
36,40
36,41
36,42
36,43
36,44
37,41
37,42
37,43
