19, 12, 27
17, 11, 27
15, 10, 27
14, 10, 27
12, 9, 27
21, 13, 26
19, 12, 26
17, 11, 26
15, 10, 26
14, 10, 26
13, 9, 28
12, 9, 26
10, 8, 26
14, 10, 28
15, 10, 28
16, 11, 27
17, 11, 28
16, 11, 26
21, 13, 25
19, 12, 25
17, 11, 25
15, 10, 25
14, 10, 25
12, 9, 25
10, 8, 25
23, 14, 24
21, 13, 24
19, 12, 24
17, 11, 24
15, 10, 24
14, 10, 24
12, 9, 24
10, 8, 24
8, 7, 24
23, 14, 23
21, 13, 23
19, 12, 23
17, 11, 23
15, 10, 23
14, 10, 23
15, 10, 29
12, 9, 23
10, 8, 23
8, 7, 23
17, 11, 29
19, 12, 28
16, 11, 23
23, 14, 22
21, 13, 22
19, 12, 22
17, 11, 22
15, 10, 22
14, 10, 22
12, 9, 22
10, 8, 22
8, 7, 22
23, 14, 21
21, 13, 21
19, 12, 21
17, 11, 21
15, 10, 21
14, 10, 21
12, 9, 21
10, 8, 21
10, 8, 27
12, 9, 28
24, 14, 21
23, 14, 20
21, 13, 20
19, 12, 20
17, 11, 20
16, 11, 20
8, 7, 21
15, 10, 20
14, 10, 20
12, 9, 20
10, 8, 20
23, 14, 19
21, 13, 19
19, 12, 19
17, 11, 19
16, 11, 19
14, 10, 19
12, 9, 19
10, 8, 19
18, 12, 19
23, 14, 18
21, 13, 18
19, 12, 18
17, 11, 18
16, 11, 18
15, 10, 19
14, 10, 18
12, 9, 18
13, 9, 29
10, 8, 18
14, 10, 29
15, 10, 30
17, 11, 30
21, 13, 17
19, 12, 17
17, 11, 17
16, 11, 17
15, 10, 17
14, 10, 17
12, 9, 17
10, 8, 17
23, 14, 17
21, 13, 16
19, 12, 16
17, 11, 16
16, 11, 16
14, 10, 16
12, 9, 16
10, 8, 16
21, 13, 15
19, 12, 15
18, 12, 15
17, 11, 15
16, 11, 15
15, 10, 16
14, 10, 15
12, 9, 15
10, 8, 15
21, 13, 14
19, 12, 14
17, 11, 14
16, 11, 14
14, 10, 14
12, 9, 14
10, 8, 14
18, 12, 14
21, 13, 13
19, 12, 13
17, 11, 13
