8, 8, 26
8, 8, 25
9, 8, 25
8, 7, 26
9, 8, 24
8, 7, 25
8, 8, 24
8, 8, 27
9, 8, 23
9, 7, 23
8, 8, 23
9, 8, 22
10, 8, 22
10, 8, 21
9, 7, 22
9, 8, 21
10, 8, 20
10, 7, 20
9, 8, 20
10, 8, 19
11, 8, 19
11, 8, 18
10, 7, 19
10, 8, 18
11, 8, 17
11, 7, 17
8, 8, 28
10, 8, 17
11, 8, 16
12, 8, 16
12, 8, 15
11, 7, 16
11, 8, 15
12, 8, 14
12, 7, 14
11, 8, 14
12, 8, 13
12, 7, 13
12, 8, 12
12, 8, 11
7, 9, 26
8, 9, 26
9, 9, 26
10, 9, 26
9, 8, 26
6, 9, 26
7, 8, 26
7, 7, 26
8, 6, 26
9, 9, 25
8, 9, 25
7, 9, 25
10, 9, 25
6, 9, 25
7, 8, 25
10, 8, 25
9, 7, 25
8, 6, 25
7, 7, 27
9, 7, 26
8, 7, 27
7, 8, 27
9, 8, 27
10, 9, 24
9, 9, 24
8, 9, 24
7, 9, 24
11, 9, 24
10, 8, 24
9, 7, 24
7, 7, 25
7, 8, 24
8, 7, 24
9, 6, 24
6, 9, 27
7, 9, 27
10, 9, 23
9, 9, 23
8, 9, 23
8, 9, 27
9, 9, 27
6, 9, 24
7, 9, 23
11, 9, 23
10, 8, 23
8, 6, 24
8, 7, 23
10, 7, 23
9, 6, 23
10, 9, 22
9, 9, 22
8, 9, 22
11, 9, 22
7, 8, 23
7, 9, 22
8, 8, 22
8, 6, 27
7, 7, 28
11, 8, 22
10, 7, 22
8, 7, 28
7, 8, 28
9, 6, 22
10, 9, 27
11, 9, 21
10, 9, 21
9, 9, 21
8, 9, 21
12, 9, 21
11, 8, 21
10, 7, 21
8, 7, 22
8, 8, 21
9, 7, 21
10, 6, 21
6, 9, 28
7, 9, 28
8, 9, 28
9, 9, 28
11, 9, 20
10, 9, 20
9, 9, 20
7, 9, 21
8, 9, 20
12, 9, 20
11, 8, 20
9, 6, 21
9, 7, 20
11, 7, 20
10, 6, 20
11, 9, 19
10, 9, 19
9, 9, 19
12, 9, 19
7, 7, 29
8, 8, 20
8, 9, 19
9, 8, 19
7, 8, 29
12, 8, 19
11, 7, 19
10, 6, 19
12, 9, 18
11, 9, 18
10, 9, 18
9, 9, 18
13, 9, 18
12, 8, 18
11, 7, 18
9, 7, 19
9, 8, 18
10, 7, 18
7, 9, 29
8, 9, 29
11, 6, 18
12, 9, 17
11, 9, 17
10, 9, 17
8, 9, 18
9, 9, 17
13, 9, 17
12, 8, 17
10, 6, 18
10, 7, 17
12, 7, 17
11, 6, 17
12, 9, 16
11, 9, 16
10, 9, 16
9, 8, 28
8, 8, 29
7, 8, 30
13, 9, 16
9, 8, 17
9, 9, 16
10, 8, 16
13, 8, 16
12, 7, 16
11, 6, 16
6, 9, 29
13, 9, 15
12, 9, 15
11, 9, 15
10, 9, 15
14, 9, 15
13, 8, 15
12, 7, 15
10, 7, 16
10, 8, 15
11, 7, 15
12, 6, 15
13, 9, 14
12, 9, 14
11, 9, 14
9, 9, 15
10, 9, 14
14, 9, 14
13, 8, 14
11, 6, 15
11, 7, 14
13, 7, 14
12, 6, 14
13, 9, 13
12, 9, 13
11, 9, 13
7, 9, 30
14, 9, 13
13, 8, 13
10, 8, 14
10, 9, 13
11, 8, 13
13, 7, 13
12, 6, 13
13, 9, 12
12, 9, 12
11, 9, 12
14, 9, 12
13, 8, 12
11, 7, 13
11, 8, 12
12, 7, 12
13, 7, 12
9, 9, 29
8, 9, 30
13, 9, 11
12, 9, 11
10, 9, 12
11, 9, 11
14, 9, 11
13, 8, 11
13, 7, 11
12, 6, 12
12, 7, 11
13, 9, 10
12, 9, 10
8, 7, 29
13, 8, 10
13, 7, 10
14, 9, 10
11, 8, 11
12, 8, 10
13, 8, 9
7, 7, 30
13, 9, 9
7, 8, 31
11, 9, 10
12, 9, 9
12, 7, 10
13, 7, 9
13, 8, 8
6, 10, 26
7, 10, 26
8, 10, 26
5, 10, 26
9, 10, 26
10, 10, 26
11, 9, 26
10, 8, 26
5, 9, 26
6, 8, 26
11, 10, 26
6, 7, 26
7, 6, 26
9, 6, 26
8, 5, 26
8, 4, 26
11, 10, 25
10, 10, 25
9, 10, 25
8, 10, 25
7, 10, 25
6, 10, 25
5, 10, 25
12, 10, 25
11, 9, 25
5, 9, 25
6, 8, 25
7, 5, 27
11, 8, 25
10, 7, 25
9, 6, 25
8, 5, 27
7, 6, 27
7, 5, 26
7, 6, 25
8, 5, 25
9, 5, 25
6, 7, 27
10, 7, 26
9, 7, 27
8, 4, 25
6, 8, 27
10, 8, 27
5, 9, 27
11, 10, 24
10, 10, 24
9, 10, 24
8, 10, 24
7, 10, 24
6, 10, 24
12, 10, 24
5, 10, 24
12, 10, 26
12, 9, 24
11, 8, 24
10, 7, 24
6, 7, 25
6, 8, 24
7, 7, 24
8, 5, 24
10, 6, 24
9, 5, 24
5, 10, 27
6, 10, 27
7, 10, 27
11, 10, 23
10, 10, 23
9, 10, 23
8, 10, 23
7, 10, 23
6, 10, 23
8, 10, 27
9, 10, 27
12, 10, 23
10, 10, 27
11, 10, 27
5, 9, 24
5, 10, 23
6, 9, 23
12, 9, 23
11, 8, 23
7, 6, 24
7, 7, 23
8, 6, 23
11, 7, 23
10, 6, 23
9, 5, 23
8, 4, 24
9, 4, 23
12, 10, 22
11, 10, 22
10, 10, 22
9, 10, 22
8, 10, 22
7, 10, 22
6, 10, 22
7, 5, 28
13, 10, 22
12, 9, 22
7, 6, 28
6, 8, 23
6, 9, 22
7, 8, 22
9, 6, 27
8, 6, 28
6, 7, 28
12, 8, 22
11, 7, 22
10, 6, 22
9, 7, 28
6, 8, 28
8, 5, 23
8, 6, 22
9, 5, 22
10, 5, 22
5, 9, 28
11, 9, 27
10, 9, 28
12, 10, 21
11, 10, 21
10, 10, 21
9, 10, 21
8, 10, 21
7, 10, 21
13, 10, 21
5, 10, 22
6, 10, 21
13, 9, 21
12, 8, 21
11, 7, 21
7, 7, 22
7, 8, 21
8, 7, 21
5, 10, 28
11, 6, 21
10, 5, 21
9, 4, 22
9, 5, 21
6, 10, 28
7, 10, 28
8, 10, 28
9, 10, 28
12, 10, 20
11, 10, 20
10, 10, 20
9, 10, 20
8, 10, 20
7, 10, 20
10, 10, 28
13, 10, 20
6, 9, 21
7, 9, 20
13, 9, 20
12, 8, 20
8, 6, 21
8, 7, 20
9, 6, 20
12, 7, 20
11, 6, 20
10, 5, 20
10, 4, 20
8, 4, 27
13, 10, 19
12, 10, 19
11, 10, 19
10, 10, 19
9, 10, 19
8, 10, 19
7, 6, 29
6, 10, 20
7, 10, 19
14, 10, 19
13, 9, 19
6, 7, 29
7, 8, 20
7, 9, 19
8, 8, 19
6, 8, 29
13, 8, 19
12, 7, 19
11, 6, 19
5, 9, 29
9, 5, 20
9, 6, 19
10, 5, 19
11, 5, 19
11, 10, 28
13, 10, 18
12, 10, 18
11, 10, 18
10, 10, 18
9, 10, 18
8, 10, 18
14, 10, 18
7, 10, 18
14, 9, 18
13, 8, 18
12, 7, 18
8, 7, 19
8, 8, 18
9, 7, 18
7, 10, 29
8, 10, 29
9, 10, 29
12, 6, 18
11, 5, 18
10, 4, 19
10, 5, 18
10, 10, 29
14, 10, 17
13, 10, 17
12, 10, 17
11, 10, 17
10, 10, 17
9, 10, 17
8, 10, 17
7, 9, 18
8, 9, 17
15, 10, 17
14, 9, 17
13, 8, 17
9, 6, 18
9, 7, 17
10, 6, 17
13, 7, 17
12, 6, 17
11, 5, 17
11, 4, 17
14, 10, 16
13, 10, 16
12, 10, 16
11, 10, 16
10, 10, 16
9, 10, 16
6, 8, 30
10, 8, 28
9, 8, 29
8, 8, 30
7, 10, 17
8, 10, 16
15, 10, 16
14, 9, 16
8, 8, 17
8, 9, 16
9, 8, 16
14, 8, 16
13, 7, 16
12, 6, 16
10, 5, 17
10, 6, 16
11, 5, 16
12, 5, 16
5, 10, 29
5, 9, 30
6, 10, 29
6, 9, 30
14, 10, 15
13, 10, 15
12, 10, 15
11, 10, 15
10, 10, 15
9, 10, 15
15, 10, 15
8, 10, 15
15, 9, 15
14, 8, 15
13, 7, 15
9, 7, 16
9, 8, 15
10, 7, 15
13, 6, 15
12, 5, 15
11, 4, 16
11, 5, 15
12, 4, 15
14, 10, 14
13, 10, 14
12, 10, 14
11, 10, 14
10, 10, 14
9, 10, 14
8, 5, 28
7, 5, 29
15, 10, 14
6, 7, 30
8, 9, 15
8, 10, 14
9, 9, 14
15, 9, 14
14, 8, 14
6, 8, 31
10, 6, 15
10, 7, 14
11, 6, 14
14, 7, 14
13, 6, 14
12, 5, 14
12, 4, 14
14, 10, 13
13, 10, 13
12, 10, 13
11, 10, 13
10, 10, 13
9, 10, 13
5, 9, 31
6, 9, 31
15, 10, 13
7, 10, 30
7, 9, 31
8, 10, 30
9, 10, 30
15, 9, 13
14, 8, 13
9, 8, 14
9, 9, 13
10, 8, 13
14, 7, 13
13, 6, 13
11, 5, 14
11, 6, 13
12, 5, 13
13, 5, 13
12, 4, 13
14, 10, 12
13, 10, 12
12, 10, 12
11, 10, 12
10, 10, 12
15, 10, 12
8, 10, 13
9, 10, 12
8, 6, 29
15, 9, 12
14, 8, 12
9, 7, 29
10, 7, 13
10, 8, 12
11, 7, 12
14, 7, 12
13, 6, 12
6, 8, 32
12, 5, 12
13, 5, 12
10, 9, 29
9, 9, 30
8, 9, 31
14, 10, 11
13, 10, 11
12, 10, 11
11, 10, 11
10, 10, 11
15, 10, 11
7, 9, 32
9, 9, 12
10, 9, 11
15, 9, 11
14, 8, 11
14, 7, 11
13, 6, 11
11, 6, 12
11, 7, 11
12, 6, 11
13, 5, 11
13, 10, 10
12, 10, 10
11, 10, 10
7, 6, 30
8, 7, 30
9, 10, 11
10, 10, 10
15, 9, 10
14, 8, 10
10, 10, 30
14, 7, 10
13, 6, 10
5, 9, 32
12, 4, 12
6, 9, 32
15, 10, 10
14, 10, 10
14, 9, 9
15, 9, 9
14, 8, 9
10, 8, 11
11, 8, 10
12, 8, 9
7, 7, 31
8, 8, 31
14, 9, 8
13, 10, 9
13, 9, 8
12, 10, 9
11, 10, 9
15, 9, 8
14, 7, 9
14, 8, 8
12, 5, 11
13, 5, 10
7, 8, 32
10, 9, 10
11, 9, 9
12, 9, 8
13, 9, 7
14, 8, 7
11, 7, 10
12, 6, 10
14, 9, 7
10, 10, 9
15, 9, 7
6, 8, 33
7, 9, 33
12, 7, 9
13, 6, 9
12, 8, 8
13, 7, 8
13, 8, 7
13, 9, 6
14, 8, 6
4, 11, 26
5, 11, 26
6, 11, 26
7, 11, 26
8, 11, 26
3, 11, 26
4, 10, 26
9, 11, 26
10, 11, 26
12, 9, 26
11, 8, 26
4, 9, 26
5, 8, 26
11, 11, 26
12, 11, 26
13, 11, 26
5, 7, 26
6, 6, 26
10, 6, 26
9, 5, 26
7, 4, 26
9, 4, 26
8, 3, 26
12, 11, 25
11, 11, 25
10, 11, 25
9, 11, 25
8, 11, 25
7, 11, 25
6, 11, 25
5, 11, 25
4, 11, 25
13, 11, 25
8, 2, 26
3, 11, 25
4, 10, 25
13, 10, 25
12, 9, 25
8, 3, 27
7, 4, 27
4, 9, 25
5, 8, 25
6, 5, 27
12, 8, 25
11, 7, 25
10, 6, 25
9, 5, 27
6, 6, 27
6, 5, 26
6, 6, 25
7, 5, 25
10, 5, 25
9, 4, 25
5, 7, 27
11, 7, 26
10, 7, 27
7, 3, 26
7, 4, 25
8, 3, 25
5, 8, 27
11, 8, 27
9, 3, 25
4, 9, 27
13, 11, 24
12, 11, 24
11, 11, 24
10, 11, 24
9, 11, 24
8, 11, 24
7, 11, 24
6, 11, 24
5, 11, 24
4, 11, 24
4, 10, 27
14, 11, 24
13, 10, 24
4, 10, 24
13, 10, 26
12, 10, 27
13, 9, 24
12, 8, 24
11, 7, 24
5, 7, 25
5, 8, 24
6, 7, 24
7, 5, 24
11, 6, 24
10, 5, 24
9, 4, 24
3, 11, 27
4, 11, 27
5, 11, 27
9, 3, 24
8, 2, 25
8, 3, 24
6, 11, 27
7, 11, 27
13, 11, 23
12, 11, 23
11, 11, 23
10, 11, 23
9, 11, 23
8, 11, 23
7, 11, 23
6, 11, 23
5, 11, 23
8, 11, 27
9, 11, 27
3, 11, 24
4, 11, 23
14, 11, 23
13, 10, 23
10, 11, 27
11, 11, 27
4, 9, 24
4, 10, 23
5, 9, 23
13, 9, 23
12, 8, 23
12, 11, 27
6, 6, 24
6, 7, 23
7, 6, 23
12, 7, 23
11, 6, 23
10, 5, 23
7, 4, 24
8, 4, 23
10, 4, 23
9, 3, 23
9, 2, 23
13, 11, 22
12, 11, 22
11, 11, 22
10, 11, 22
9, 11, 22
8, 11, 22
7, 11, 22
6, 11, 22
5, 11, 22
7, 3, 27
14, 11, 22
7, 4, 28
4, 11, 22
6, 5, 28
14, 10, 22
13, 9, 22
6, 6, 28
5, 8, 23
5, 9, 22
6, 8, 22
10, 6, 27
9, 6, 28
5, 7, 28
13, 8, 22
12, 7, 22
11, 6, 22
10, 7, 28
5, 8, 28
7, 5, 23
7, 6, 22
8, 5, 22
11, 5, 22
10, 4, 22
8, 3, 23
9, 3, 22
4, 9, 28
12, 9, 27
11, 9, 28
4, 10, 28
14, 11, 21
13, 11, 21
12, 11, 21
11, 11, 21
10, 11, 21
9, 11, 21
8, 11, 21
7, 11, 21
6, 11, 21
5, 11, 21
15, 11, 21
14, 10, 21
4, 10, 22
5, 10, 21
13, 11, 27
14, 9, 21
13, 8, 21
12, 7, 21
6, 7, 22
6, 8, 21
7, 7, 21
3, 11, 28
4, 11, 28
5, 11, 28
12, 6, 21
11, 5, 21
10, 4, 21
8, 4, 22
8, 5, 21
9, 4, 21
6, 11, 28
7, 11, 28
10, 3, 21
9, 2, 22
8, 11, 28
9, 11, 28
14, 11, 20
13, 11, 20
12, 11, 20
11, 11, 20
10, 11, 20
9, 11, 20
8, 11, 20
7, 11, 20
6, 11, 20
10, 11, 28
11, 11, 28
4, 11, 21
5, 11, 20
15, 11, 20
14, 10, 20
12, 11, 28
5, 9, 21
6, 9, 20
14, 9, 20
13, 8, 20
7, 6, 21
7, 7, 20
8, 6, 20
13, 7, 20
12, 6, 20
11, 5, 20
11, 4, 20
9, 3, 21
9, 4, 20
10, 3, 20
9, 4, 27
8, 4, 28
7, 4, 29
10, 2, 20
14, 11, 19
13, 11, 19
12, 11, 19
11, 11, 19
10, 11, 19
9, 11, 19
8, 11, 19
7, 11, 19
6, 11, 19
15, 11, 19
6, 6, 29
5, 10, 20
5, 11, 19
6, 10, 19
15, 10, 19
