20,17
21,16
21,17
21,18
21,19
21,20
21,21
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
23,14
23,15
23,16
23,17
23,18
23,19
23,20
23,21
23,22
23,23
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
24,23
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
26,13
26,14
26,15
26,16
26,17
26,18
26,19
26,20
26,21
26,22
26,23
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,20
27,21
27,22
28,13
28,14
28,15
28,16
28,17
28,18
28,19
28,20
28,21
28,22
28,23
29,14
29,15
29,16
29,17
29,18
29,19
29,20
29,21
29,22
30,15
30,16
30,17
30,18
30,19
30,20
30,21
31,16
31,17
31,18
31,19
